customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,vehicle_type
JX78176,California,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
CZ96653,Unknown,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Small,B
PG14554,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Call Center,SUV,Small,B
WU14435,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Four-Door Car,Small,A
UK76891,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
VB69838,Oregon,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
ED28429,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Medsize,B
WW87934,Arizona,Yes,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,B
VO87785,Arizona,No,Basic,College,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize,B
QX84402,California,Yes,Extended,College,Retired,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small,A
XG64081,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,A
IE85867,Arizona,Yes,Premium,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize,A
AH92481,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,SUV,Medsize,B
UI77960,California,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Medsize,B
OM63414,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large,B
VQ48245,Unknown,No,Extended,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Small,B
KP34198,California,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize,B
MI13678,Unknown,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
EP82214,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize,B
CR92272,Arizona,No,Basic,Doctor,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,SUV,Medsize,B
BW94308,Washington,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Large,B
BZ44726,Unknown,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Medsize,B
YE45848,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Branch,Two-Door Car,Medsize,B
PO80505,Nevada,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,B
IC12985,Arizona,No,Premium,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,B
LS59637,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Large,B
FD98839,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Large,A
KP83069,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Small,B
CG94611,Oregon,No,Extended,College,Medical Leave,M,Suburban,Single,Corporate Auto,Corporate L3,Offer4,Agent,Two-Door Car,Medsize,A
PU85769,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Small,A
HW36182,California,No,Basic,Master,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Two-Door Car,Medsize,B
UE76013,Washington,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize,A
AT98182,California,No,Basic,Doctor,Unemployed,F,Rural,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Large,B
JG83075,California,No,Extended,College,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,B
XN48526,California,No,Basic,College,Medical Leave,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Medsize,A
UT73461,Oregon,No,Basic,Doctor,Employed,F,Rural,Married,Special Auto,Special L3,Offer2,Web,SUV,Medsize,A
MG74662,Oregon,No,Extended,High School or Below,Employed,F,Rural,Single,Corporate Auto,Corporate L2,Offer3,Branch,Four-Door Car,Medsize,B
ZK61113,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,Two-Door Car,Medsize,A
JU64043,Unknown,No,Basic,Master,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large,A
TA35356,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Luxury Car,Medsize,B
SM80235,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Small,A
YG92601,Unknown,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Medsize,B
GP22382,Oregon,No,Extended,College,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Web,Sports Car,Large,B
KR17533,Oregon,No,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Offer3,Branch,Four-Door Car,Medsize,B
RT51330,California,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Large,A
AM36670,California,No,Basic,College,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Large,A
BY75330,California,No,Basic,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer1,Agent,SUV,Small,B
BT78461,California,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize,B
MS59005,Nevada,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize,B
QK46697,Washington,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,A
QO59138,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,B
OT40088,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Small,A
JW70372,Arizona,No,Extended,Doctor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,B
VQ38776,Oregon,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Large,A
ME37051,California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize,B
YM99866,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
XE72624,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Branch,Four-Door Car,Small,A
BP54465,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,A
ZW18871,Oregon,No,Basic,High School or Below,Employed,M,Rural,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Small,A
SB41594,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Large,A
YH92099,Arizona,No,Extended,Bachelor,Disabled,F,Suburban,Married,Special Auto,Special L1,Offer1,Agent,Four-Door Car,Medsize,B
FH39423,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,B
SE78641,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Two-Door Car,Large,A
LV82913,Oregon,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize,B
QM59790,Unknown,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Small,A
LX42787,California,No,Basic,College,Retired,M,Suburban,Single,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Large,B
HV93429,Oregon,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,B
AH41449,Nevada,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Branch,Sports Car,Medsize,A
SZ56338,Oregon,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,A
UK76891,California,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Medsize,A
FH36069,Arizona,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,SUV,Medsize,B
PI47776,Oregon,Yes,Basic,Bachelor,Employed,F,Rural,Single,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,B
YL65673,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small,B
CB62406,Arizona,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,A
UP80657,Washington,Yes,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Call Center,Four-Door Car,Small,A
GP13187,California,No,Basic,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize,A
AP52126,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize,A
GX37592,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Medsize,B
WK62379,Washington,No,Premium,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Small,A
XB89264,Unknown,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Agent,Two-Door Car,Medsize,A
AK59340,Unknown,No,Basic,High School or Below,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize,A
KV56995,Nevada,Yes,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Large,B
WI52672,California,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer1,Web,SUV,Medsize,B
PG67485,Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Sports Car,Medsize,A
BY22068,Arizona,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer4,Agent,Luxury SUV,Medsize,B
QF21628,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
IX60436,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Special L1,Offer2,Branch,Four-Door Car,Medsize,A
GQ46925,Arizona,No,Premium,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L1,Offer4,Call Center,Sports Car,Medsize,A
BN74268,Arizona,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
CQ15251,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Large,A
XH97711,California,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer4,Agent,Four-Door Car,Medsize,A
ZO14864,Washington,No,Extended,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,A
RW70500,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Large,A
RP98585,Arizona,No,Extended,Master,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,A
YC33550,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer2,Call Center,Two-Door Car,Small,B
QG15435,Arizona,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
HX90683,California,Yes,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
PU71194,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Luxury Car,Medsize,B
IJ74908,Nevada,No,Premium,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer1,Call Center,SUV,Medsize,A
BL54814,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,B
LQ28707,Oregon,Yes,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
UB61619,Oregon,No,Premium,Master,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize,B
GF68713,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,Four-Door Car,Large,A
FE46445,Arizona,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Branch,Four-Door Car,Medsize,A
PN18863,California,No,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize,B
WW85018,Washington,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Two-Door Car,Large,B
CH78309,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize,B
OH15677,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize,A
QX45933,California,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Small,B
DS31990,Unknown,No,Basic,High School or Below,Unemployed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Two-Door Car,Large,A
NF31087,Nevada,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,A
YL74911,California,Yes,Basic,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize,A
PO90615,Arizona,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize,A
WR85740,Arizona,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize,B
ZQ11381,Arizona,No,Extended,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
HP68848,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Small,A
TK67721,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L2,Offer4,Call Center,Four-Door Car,Medsize,B
XE22944,Unknown,No,Extended,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,B
SP56326,Arizona,No,Premium,High School or Below,Medical Leave,F,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize,B
HS94778,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,SUV,Medsize,B
JQ91314,Washington,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
UR36912,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize,B
JO63462,California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Corporate Auto,Corporate L2,Offer4,Branch,Two-Door Car,Medsize,A
JP30654,Oregon,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,SUV,Medsize,A
AW77988,Oregon,No,Basic,High School or Below,Disabled,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize,A
TW11712,Arizona,No,Basic,Master,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize,B
SC43870,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Web,Four-Door Car,Medsize,A
WO30947,Unknown,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,A
MU53244,California,No,Extended,Bachelor,Unemployed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Web,SUV,Medsize,A
QN67807,Unknown,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,A
IA42992,Arizona,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L3,Offer1,Agent,SUV,Medsize,A
MK15785,Nevada,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,Sports Car,Medsize,B
KR90607,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize,B
QL10321,California,No,Basic,Doctor,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize,A
YJ88573,Nevada,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Large,B
LI81655,California,No,Premium,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Medsize,B
ML23548,Arizona,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Call Center,Sports Car,Medsize,A
XY78443,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Agent,Two-Door Car,Medsize,A
ST96866,Washington,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Special Auto,Special L3,Offer1,Agent,SUV,Large,A
QH51455,Unknown,No,Premium,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,A
GB20532,Arizona,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize,B
AU77281,Oregon,Yes,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize,B
QA22158,Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Call Center,Four-Door Car,Medsize,A
KY55245,California,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize,A
QO77034,California,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize,B
FX36546,Unknown,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize,B
QD28391,Washington,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize,A
OA26316,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer2,Call Center,Four-Door Car,Medsize,B
UW20734,Unknown,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Two-Door Car,Small,A
OR27665,Washington,No,Basic,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L1,Offer1,Branch,Two-Door Car,Medsize,B
LF61343,California,No,Premium,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,SUV,Medsize,A
XG47945,Oregon,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Agent,Two-Door Car,Small,B
FL34139,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,Four-Door Car,Medsize,B
VB26229,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize,B
